Id,Sentiment,Pasangan Calon,Tweet,preprocessing,preprobaru
574,positive,Ahok-Djarot,#djarotsupportpersija Luar Biasa #AhokDjarot #BaDjaBeragam,djarotsuppo persija ahok djarot badjaberagam,djarotsuppo persija ahok djarot badjaberagam
575,positive,Ahok-Djarot,Jangan lupa coblos pemimpin yang pekerja keras <Victory Hand> <Victory Hand> #AhokDjarot #AniesSandi #JakartaPunyaSemua,lupa coblos pimpin kerja keras victory hand victory hand ahok djarot aniessandi jaka apunyasemua,lupa coblos pimpin kerja keras victory hand victory hand ahok djarot aniessandi jaka apunyasemua
576,positive,Ahok-Djarot,masih berama dalang enthus #AhokDjarot #AhokDjarotLebihBaik #enthus #salamduajari,sama dalang enthus ahok djarot ahokdjarotlebihbaik enthus salamduajari,dalang enthus ahok djarot ahokdjarotlebihbaik enthus salamduajari
577,positive,Ahok-Djarot,#Jelas membawa manfaat untuk umat. Komitmen #AhokDjarot <Victory Hand> <Victory Hand> untuk Umat Islam - https://kask.us/ioQK2  #ForumKaskus via #KASKUS,bawa manfaat umat komitmen ahok djarot victory hand victory hand umat islam forumkaskus via kaskus,bawa manfaat umat komitmen ahok djarot victory hand victory hand umat islam forumkaskus via kaskus
578,positive,Ahok-Djarot,Haha..kerja nyata #AhokDjarot <Victory Hand> <Victory Hand>,haha kerja nyata ahok djarot victory hand victory hand,haha kerja nyata ahok djarot victory hand victory hand
579,positive,Ahok-Djarot,Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarot… https://www.instagram.com/p/BS3xZkflwVZ/,baju seragam mencoblos nih teman teman pilkadadki ahok djarot,baju seragam coblos nih teman teman pilkadadki ahok djarot
580,positive,Ahok-Djarot,#gue2 #kami2 #ahokdjarot #tetapahokdjarot #suarakankebenaran #weedbegoodtogether #katakitaig https://www.instagram.com/p/BS3mqF8lxNP/,gue ahok djarot tetap ahok djarot suarakankebenaran weedbegoodtogether katakitaig,gue ahok djarot ahok djarot suarakankebenaran weedbegoodtogether katakitaig
581,positive,Ahok-Djarot,"karena #AhokDjarot  <Victory Hand> <Victory Hand>  terbukti berkinerja bagus, bersih, anti korupsi & memperjuangkan keadilan",ahok djarot victory hand victory hand bukti kerja bagus bersih anti korupsi juang adil,ahok djarot victory hand victory hand bukti kerja bagus bersih anti korupsi juang adil
582,positive,Ahok-Djarot,Marilah Kemari (@ahokdjarot  <Victory Hand> <Victory Hand>  disini) cover by Citra & Alain #ahokdjarot #basukidjarot @temanAhok @AhokShow,mari kemari ahok djarot victory hand victory hand cover by citra alain ahok djarot basukidjarot temanahok ahokshow,mari kemari ahok djarot victory hand victory hand cover by citra alain ahok djarot basukidjarot temanahok ahokshow
583,positive,Ahok-Djarot,SAYA 2 <Victory Hand> #AHOKDJAROT #BA2JA (at Toba Dream),victory hand ahok djarot ba saja at toba dream,victory hand ahok djarot ba at toba dream
584,positive,Ahok-Djarot,Ahok-Djarot  <Victory Hand> <Victory Hand>  Meroket. #ahok #djarot #ahokdjarot #pilkada #election #pilkadadki2017 #gubernur… https://www.instagram.com/p/BS3diVJBTna/,ahok djarot victory hand victory hand roket ahok djarot ahok djarot pilihan kepala daerah election pilkadadki gubernur,ahok djarot victory hand victory hand roket ahok djarot ahok djarot pilih kepala daerah election pilkadadki gubernur
585,positive,Ahok-Djarot,INI! #Ahok #AhokDjarot,ahok ahok djarot,ahok ahok djarot
586,positive,Ahok-Djarot,"Walaupun banyak cobaan yang menimpa pak ahok, mundur 1 langkah maju 1000 langkah untuk menjadikan jakarta lebih maju lagi <Trophy> #ahokdjarot",coba timpa ahok mundur langkah maju langkah jadi jaka a maju trophy ahok djarot,coba timpa ahok mundur langkah maju langkah jaka a maju trophy ahok djarot
587,positive,Ahok-Djarot,#AhokDjarot <Victory Hand> <Victory Hand> ,ahok djarot victory hand victory hand,ahok djarot victory hand victory hand
588,positive,Ahok-Djarot,jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand>  #AhokDjarot,jaka a butuh gubernur pandai main jaka a butuh gubernur nyata victory hand victory hand ahok djarot,jaka a butuh gubernur pandai main jaka a butuh gubernur nyata victory hand victory hand ahok djarot
589,positive,Ahok-Djarot,Siaran langsung pak Ahok  <grining face with smile eye>  #ahok #ahokdjarot https://www.instagram.com/p/BS3YHWsgAk7/,siar langsung ahok grining face dengan smile eye ahok ahok djarot,siar langsung ahok grining face smile eye ahok ahok djarot
590,positive,Ahok-Djarot,Ahok di Net Ahok di ini talkshow #AhokDjarot #JakartaPunyaSemua #temenahok #ahokdjarotmenang #JakartaKece,ahok net ahok talkshow ahok djarot jaka apunyasemua temenahok ahokdjarotmenang jaka akece,ahok net ahok talkshow ahok djarot jaka apunyasemua temenahok ahokdjarotmenang jaka akece
591,positive,Ahok-Djarot,"benar deh ,ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi, dan jadi sosok pemimpin yang berintregitas",deh ikhlas ahok djarot gubernur beliau tujukkan demokrasi sosok pimpin berintregitas,deh ikhlas ahok djarot gubernur beliau tujukkan demokrasi sosok pimpin berintregitas
592,positive,Ahok-Djarot,"Kata babe pilih nomor 2 <Victory Hand> <Victory Hand> <Victory Hand> #ahokdjarot basukibtp @Kebagusan,pala Soang https://www.instagram.com/p/BS3SLRFgFVb/",babe pilih nomor victory hand victory hand victory hand ahok djarot basuki tjahaja purnama bagus pala soang,babe pilih nomor victory hand victory hand victory hand ahok djarot basuki tjahaja purnama bagus pala soang
593,positive,Ahok-Djarot,"#AhokDjarot hasil kerja nyata,hasil kerja sudah banyak yang terselesaikan, gak pakai janji2 lagi,tinggal meneruskan yang lain  <Victory Hand> <FOLDED HANDS> <Fire>",ahok djarot hasil kerja nyata hasil kerja selesai tidak pakai janji tinggal terus victory hand folded hands fire,ahok djarot hasil kerja nyata hasil kerja selesai pakai janji tinggal victory hand folded hands fire
594,positive,Ahok-Djarot,Menjadi cerdas dan berpikir jernih #AhokDjarot #Putaran2Menang,cerdas pikir jernih ahok djarot putar menang,cerdas pikir jernih ahok djarot putar menang
595,positive,Ahok-Djarot,#KawalC6CoblosNo2 kawal #AhokDjarot #Putaran2Menang <Victory Hand> <Victory Hand>,kawalc coblosno kawal ahok djarot putar menang victory hand victory hand,kawalc coblosno kawal ahok djarot putar menang victory hand victory hand
596,positive,Ahok-Djarot,Cuma ahok jarot yang bisa membereskan jakarta karena tahu apa yang dilakukan <FOLDED HANDS> <FOLDED HANDS> .Bukan calon yang cuma ngayal sama jualan kipas.,ahok djarot beres jaka a folded hands folded hands calon berkhayal jual kipas,ahok djarot beres jaka a folded hands folded hands calon khayal jual kipas
597,positive,Ahok-Djarot,Begini Program Ahok-Djarot <Victory Hand> <Victory Hand> Ajak Warga Bekerja Baca selengkapnya #Ahok #Ahokdjarot,program ahok djarot victory hand victory hand ajak warga baca lengkap ahok ahok djarot,program ahok djarot victory hand victory hand ajak warga baca lengkap ahok ahok djarot
598,positive,Ahok-Djarot,#JakartaBersuriah ala ustad cang haris.. pilih #AhokDjarot <Victory Hand> jangan lupa No. 2 pilih yang islami asli berakhlaq dan sudah haji.. Haji Djarot,jaka abersuriah ala ustad cang haris pilih ahok djarot victory hand lupa no pilih islami asli berakhlaq haji haji djarot,jaka abersuriah ala ustad cang haris pilih ahok djarot victory hand lupa no pilih islami asli berakhlaq haji haji djarot
599,positive,Ahok-Djarot,Di hari2 terakhir ini saya usul team pak @basuki_btp bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja  <FOLDED HANDS> <FOLDED HANDS>,usul tim basuki ahok gerak jaka atimur ahok djarot sosialisasi programkerja folded hands folded hands,usul tim basuki ahok gerak jaka atimur ahok djarot sosialisasi programkerja folded hands folded hands
600,positive,Ahok-Djarot,<lovered> Nama yang Indah <lovered> Nama masjid baru pemkot Jakarta MASJID RAYA KH HASYIM ASHARI. @nu_online @NahdlatulOelama #AhokDjarot,lovered nama indah lovered nama masjid pemerintah kota jaka a masjid raya kh hasyim ashari nu online nahdlatuloelama ahok djarot,lovered nama indah lovered nama masjid perintah kota jaka a masjid raya kh hasyim ashari nu online nahdlatuloelama ahok djarot
601,negative,Anies-Sandi,Lebih baik jadi dosen yang dibanggakan dari pada berharap jadi Gubernur dengan cara yang membohongi rakyat dan diri sendiri. #pilkadadki2017,dosen bangga harap gubernur bohong rakyat pilkadadki,dosen bangga harap gubernur bohong rakyat pilkadadki
602,negative,Anies-Sandi,Kalau saya sih malu ngakunya juga @aniesbaswedan ...,sih malu mengakuinya aniesbaswedan,sih malu aku aniesbaswedan
603,negative,Anies-Sandi,Kenapa pak @prabowo Berterimakasi pada #FPI setelah @aniesbaswedan @sandiuno Memenangkan #PilkadaDki2017 pengamat politik mana pengamat.,prabowo be erimakasi front pembela islam aniesbaswedan sandiuno menang pilkadadki amat politik amat,prabowo be erimakasi front bela islam aniesbaswedan sandiuno menang pilkadadki politik
604,negative,Anies-Sandi,"Daftar rumah baru di jakarta yang DP nya 0-Rp Kalau gak terealisasi, kau tanggung janji kau di akhirat nanti,,, #pilkadaDKI2017 #pathdaily",daftar rumah jaka a uang muka nya rupiah tidak realisasi kamu tanggung janji kamu akhirat pilkadadki pathdaily,daftar rumah jaka a uang muka nya rupiah realisasi tanggung janji akhirat pilkadadki pathdaily
605,negative,Anies-Sandi,"Kalian dijanjikan ini itu sama calon gubenur baru. jangan lupa tagih janjinya, Jakarta butuh kerja nyata bukan sekedar janji #pilkada",janji calon gubernur lupa tagih janji jaka a butuh kerja nyata dar janji pilihan kepala daerah,janji calon gubernur lupa tagih janji jaka a butuh kerja nyata dar janji pilih kepala daerah
606,negative,Anies-Sandi,"Bagi yang precariat kayak aku ini, dp rumah 0% lumayan membantu. Jadi pasti aku tagih! #pilkadadki2017",precariat kayak uang muka rumah lumayan bantu tagih pilkadadki,precariat kayak uang muka rumah lumayan bantu tagih pilkadadki
607,negative,Anies-Sandi,Harus menerima hasil ini dengan lapang dada. #PilkadaDKI2017,terima hasil lapang dada pilkadadki,terima hasil lapang dada pilkadadki
608,negative,Anies-Sandi,Sedih... Tetap Optimis ya Jakartaku #pilkadaDKI2017,sedih optimis ya jaka pilkadadki,sedih optimis ya jaka pilkadadki
609,negative,Anies-Sandi,Kalo gitu aku mau tagih program DP 0% dari Anies-Sandi #PilkadaDKI #pilkadadki2017,kalau begitu tagih program uang muka anies sandi pilkadadki pilkadadki,tagih program uang muka anies sandi pilkadadki pilkadadki
610,negative,Anies-Sandi,"Sabtu kerja&ngobrol tentang #pilkadaDKI,ternyata ketua RW di komplek rumah teman saya super maksa warga pilih Anies demi janji 3 Milyar",sabtu kerja mengobrol pilkadadki ketua rukun warga kompleks rumah teman super memaksa warga pilih anies janji milyar,sabtu kerja obrol pilkadadki ketua rukun warga kompleks rumah teman super paksa warga pilih anies janji milyar
611,negative,Anies-Sandi,Takut kalah jadi buruan bagi-bagi sembako. Kayanya lebih cocok jadi pegawai bulog kaleee. Colek @kpu_dki @KPU_RI @jokowi #PilkadaDKI2017,takut kalah buru sembako kayak cocok pegawai bulog kali colek komisi pemelihan umum daerah khusus ibukota komisi pemelihan umum ri jokowi pilkadadki,takut kalah buru sembako kayak cocok pegawai bulog kali colek komisi pemelihan daerah khusus ibu kota komisi pemelihan ri jokowi pilkadadki
612,negative,Anies-Sandi,Jenazah ditolak.  Abis solat diusir. Yang dagang di usir. Agama jadi jualannya politik. Mantavvv jiwa Cara lu..  #pilkadadki2017 #pilkada,jenazah tolak habis salat usir dagang usir agama jual politik mantavvv jiwa kamu pilkadadki pilihan kepala daerah,jenazah tolak habis salat usir dagang usir agama jual politik mantavvv jiwa pilkadadki pilih kepala daerah
613,negative,Anies-Sandi,"Tapi lawan Ahok sekarang jelas tidak lebih baik, malah lebih buruk. Track record kurang, komitmen memberantas korupsi nihil. #PilkadaDKI2017",lawan ahok buruk track record komitmen berantas korupsi nihil pilkadadki,lawan ahok buruk track record komitmen berantas korupsi nihil pilkadadki
614,negative,Anies-Sandi,"Mungkin maksud Anies, prostitusi dan perjudian di Kalijodo harus tertata rapih -> http://megapolitan.kompas.com/read/2017/04/15/19414861/ani",maksud anies prostitusi judi kalijodo te ata rapi,maksud anies prostitusi judi kalijodo te ata rapi
615,negative,Anies-Sandi,"Ih serem, terus nanti bilangnya di pitenah...#Gue2 #BaDjaUntukJakarta #pilkadadki2017",ih rem bilang pitenah gue badjauntukjaka a pilkadadki,ih rem bilang pitenah gue badjauntukjaka a pilkadadki
616,negative,Anies-Sandi,"Pak @aniesbaswedan sekarang kan lagi masa tenang, kok team sukses bapak masih kerja ya? Bagi2 bunga segala lagi #pilkadadki2017",aniesbaswedan tenang tim sukses kerja ya bunga pilkadadki,aniesbaswedan tenang tim sukses kerja ya bunga pilkadadki
617,negative,Anies-Sandi,"Terlalu tidak bisa diaplikasikan, program2 paslon 3. Bahkan cenderung tidak bisa nyambung dalam bahasa teknisnya. Sangat prihatin",aplikasi program pasangan calon cenderung menyambung bahasa teknis prihatin,aplikasi program pasang calon cenderung sambung bahasa teknis prihatin
618,negative,Anies-Sandi,semoga Allah SWT memberikan rahmat bagi yang mendzolimi sesama. #prihatin #pilkadadki2017,semoga allah subhanahu wa taala rahmat menzalimi prihatin pilkadadki,semoga allah subhanahu wa taala rahmat zalim prihatin pilkadadki
619,negative,Anies-Sandi,"Anis persis kayak orang jualan sabun wangi dipasar, kalau ngomong pinter tapi tidak pernah mandi"" #pilkadadki2017",anis persis kayak orang jual sabun wangi pasar berbicara pintar mandi pilkadadki,anis persis kayak orang jual sabun wangi pasar bicara pintar mandi pilkadadki
620,negative,Anies-Sandi,"Jika nanti punya pemimpin yang ingkar, jangan heran, karena pada tuhan pun manusia itu seringkali ingkar!! #pilkadadki2017",pimpin ingkar heran tuhan manusia seringkali ingkar pilkadadki,pimpin ingkar heran tuhan manusia seringkali ingkar pilkadadki
621,negative,Anies-Sandi,Fasisme musuh demokrasi. @aniesbaswedan merangkul dua sekaligus: Islamisme & orang2 Orde Baru. #PilkadaDKI2017 #DebatFinalPilgubDKI,fasisme musuh demokrasi aniesbaswedan rangkul islamisme orang orde pilkadadki debatfinalpilgubdki,fasisme musuh demokrasi aniesbaswedan rangkul islamisme orang orde pilkadadki debatfinalpilgubdki
622,negative,Anies-Sandi,Bapak @basuki_btp Pemenang PILKADA 2017 @AhokDjarot BangunDki @AniesBaswedanID jangan STRES  kalau GATOT(gagal total)#pilkadadki2017,basuki ahok menang pilihan kepala daerah ahok djarot bangundki aniesbaswedanid stres gatot gagal total pilkadadki,basuki ahok menang pilih kepala daerah ahok djarot bangundki aniesbaswedanid stres gatot gagal total pilkadadki
623,negative,Anies-Sandi,"Lagi2 bicaramu ngawur tanpa fakta, jangan asal ngomong @aniesbaswedan @sandiuno @basuki_btp @RoryAsyari #pilkadadki2017 #debatpilkadadki",bicara ngawur fakta berbicara aniesbaswedan sandiuno basuki ahok roryasyari pilkadadki debatpilkadadki,bicara ngawur fakta bicara aniesbaswedan sandiuno basuki ahok roryasyari pilkadadki debatpilkadadki
624,negative,Anies-Sandi,Pilkada telah ditutup dengan Debat (kusir) yang kusut kualitasnya. Debat terparah. #debatfinalpilkadadki #pilkadadki2017 #AhokDjarotDiRosi,pilihan kepala daerah tutup debat kusir kusut kualitas debat parah debatfinalpilkadadki pilkadadki ahokdjarotdirosi,pilih kepala daerah tutup debat kusir kusut kualitas debat parah debatfinalpilkadadki pilkadadki ahokdjarotdirosi
625,negative,Anies-Sandi,"Baru kali ini kau terlihat arogan pak Anies, saya menjadi tidak yakin untuk memilihmu #pilkadadki2017",kali kamu arogan anies pilih pilkadadki,kali arogan anies pilih pilkadadki
626,negative,Anies-Sandi,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",kok polling goreng komisi pemilihan umum daerah netral kamvreetttt pilkadadki debatfinalpilkadadki oke oce,polling goreng komisi pilih daerah netral kamvreetttt pilkadadki debatfinalpilkadadki oke oke
627,negative,Anies-Sandi,"program asal ngomong begini jadinya, pemotongan warga #pilkadadki2017 #pilkadadkijakarta2017 #asalngomomg",program berbicara potong warga pilkadadki pilkadadkijaka a asalngomomg,program bicara potong warga pilkadadki pilkadadkijaka a asalngomomg
628,negative,Anies-Sandi,"Waaaah ternyata dia sudah sadar, kalo selama ini salah pilih #BasukiDjarot @ahok_btp @AhokDjarot #pilkadadkijakarta2017 #PILKADADKI2017",waaaah sadar kalau salah pilih basukidjarot ahok ahok ahok djarot pilkadadkijaka a pilkadadki,waaaah sadar salah pilih basukidjarot ahok ahok ahok djarot pilkadadkijaka a pilkadadki
629,negative,Anies-Sandi,Belajar mulai dari yang sederhana: Kursi dipakai untuk duduk. Tapi sejak kapan meja jadi tempat duduk? Pantas aja jadi Mendikbud dipecat!,ajar sederhana kursi pakai duduk meja duduk saja menteri pendidikan dan kebudayaan pecat,ajar sederhana kursi pakai duduk meja duduk menteri didik budaya pecat
630,negative,Anies-Sandi,"Lho, Lagu Anies-Sandi Menjiplak Nyanyian Yahudi? http://m.jpnn.com/news/lho-lagu-anies-sandi-menjiplak-nyanyian-yahudi  #HashemMelech",lo lagu anies sandi jiplak nyanyi yahudi hashemmelech,kamu lagu anies sandi jiplak nyanyi yahudi hashemmelech
631,negative,Anies-Sandi,Didiklah orang muda dengan akhlak dan integritas. Bukan ambisi kotor dan fitnah. Jangan omong doang. #pilkadadki2017,didik orang muda akhlak integritas ambisi kotor fitnah omong doang pilkadadki,didik orang muda akhlak integritas ambisi kotor fitnah omong doang pilkadadki
632,negative,Anies-Sandi,#PilkadaDKI2017 Anies Dipolisikan karena Sebut #Ahok-Djarot Gusur 300 Titik di DKI http://detik.id/6Lraph,pilkadadki anies polisi ahok djarot gusur titik daerah khusus ibukota,pilkadadki anies polisi ahok djarot gusur titik daerah khusus ibu kota
633,negative,Anies-Sandi,Siapa menebar FITNAH dia akan menuai KALAH #pilkadadki2017,tebar fitnah tuai kalah pilkadadki,tebar fitnah tuai kalah pilkadadki
634,negative,Anies-Sandi,Pemimpin yang Tegas ataukah Pemimpi yang Tega #PilkadaDKI2017,pimpin mimpi tega pilkadadki,pimpin mimpi tega pilkadadki
